State,Year,Fossil,Renewable,Total,fossil_share
SC,2017,4275390.9,231242.0,4506632.9,0.9486885208688731
SC,2018,4505853.8,239616.0,4745469.8,0.9495063692113266
SC,2019,4369631.4,240577.0,4610208.4,0.9478164587960926
SD,2000,916903.4,43858.0,960761.4,0.9543507888639157
SD,2001,861895.8,28471.0,890366.8,0.968023291075094
SD,2002,906124.2,34647.0,940771.2,0.963171704235844
SD,2003,892841.4,34914.0,927755.4,0.9623672360193215
SD,2004,889407.4,31340.0,920747.4,0.9659624344309851
SD,2005,903857.7,27600.0,931457.7,0.9703690248091781
SD,2006,894654.4,29625.0,924279.4,0.9679480036015083
SD,2007,948423.3,26813.0,975236.3,0.9725061505606385
SD,2008,995003.1,29401.8,1024404.9,0.9712986534914075
SD,2009,993341.4,42518.1,1035859.5,0.9589537963401408
SD,2010,1029181.6,55601.4,1084783.0,0.9487442188898609
SD,2011,1012992.5,75282.5,1088275.0,0.9308240104752935
SD,2012,1032926.2,67713.8,1100640.0,0.9384777947376072
SD,2013,1062426.7,58104.8,1120531.5,0.948145322108303
SD,2014,1068146.4,65390.6,1133537.0,0.9423127784977463
SD,2015,1029039.3,62523.3,1091562.6,0.9427212878125358
SD,2016,1039647.6,70052.8,1109700.4,0.936872330585805
SD,2017,1036437.0,67816.3,1104253.3,0.9385862826943782
SD,2018,1092539.1,76159.2,1168698.3,0.9348341654984867
SD,2019,1117521.0,86733.0,1204254.0,0.9279778186329463
TN,2000,6942333.4,151343.0,7093676.4,0.9786650826079408
TN,2001,6940218.7,177785.0,7118003.7,0.9750231936518943
TN,2002,6967502.8,184013.0,7151515.8,0.974269370977269
TN,2003,6998246.8,201968.0,7200214.8,0.9719497257220715
TN,2004,7037555.9,217123.0,7254678.9,0.9700713149413133
TN,2005,7185975.4,196605.0,7382580.4,0.97336906754175
TN,2006,7224483.9,169925.0,7394408.9,0.9770197993784195
TN,2007,7161385.1,147344.0,7308729.1,0.9798399970796564
TN,2008,6828046.4,172082.6,7000129.0,0.9754172244540066
TN,2009,5869969.5,181223.3,6051192.8,0.970051640066732
TN,2010,6278824.9,182107.9,6460932.800000001,0.9718139925553784
TN,2011,6158799.0,186272.8,6345071.8,0.9706429169170316
TN,2012,5853479.8,187159.6,6040639.399999999,0.9690165911906611
TN,2013,5874034.0,221557.3,6095591.3,0.9636528617002259
TN,2014,6153963.2,199099.1,6353062.3,0.9686609243545432
TN,2015,6051040.2,201570.0,6252610.2,0.9677622635103657
TN,2016,6173312.0,176723.8,6350035.8,0.9721696372168485
TN,2017,5994950.4,178785.0,6173735.4,0.9710410329538904
TN,2018,6065857.8,196814.1,6262671.899999999,0.9685734614326516
TN,2019,6079011.5,186540.9,6265552.4,0.9702275413098452
TX,2000,48661914.8,175295.0,48837209.8,0.9964106262270536
TX,2001,48247749.8,161181.0,48408930.8,0.9966704284243353
TX,2002,49208678.2,192154.0,49400832.2,0.9961103084413222
TX,2003,48416278.1,185790.0,48602068.1,0.9961773231620982
TX,2004,48646096.7,184496.0,48830592.7,0.996221712868949
TX,2005,46129883.9,203268.0,46333151.9,0.9956129036841976
TX,2006,46609669.9,210757.0,46820426.9,0.9954986100308282
TX,2007,46106952.7,247566.0,46354518.7,0.9946592908967039
TX,2008,43582354.8,332175.2,43914530.0,0.9924358703144494
TX,2009,41449590.0,289481.4,41739071.4,0.9930644983155998
TX,2010,43806547.5,377760.1,44184307.6,0.9914503560082947
TX,2011,44915383.2,414828.3,45330211.5,0.9908487455435765
TX,2012,45422053.8,426724.0,45848777.8,0.9906927944325704
TX,2013,47966110.2,462969.6,48429079.800000004,0.9904402561041434
TX,2014,47988590.8,492719.9,48481310.699999996,0.9898369104942536
TX,2015,48549909.2,507983.6,49057892.800000004,0.9896452217776464
TX,2016,48825297.4,602977.6,49428275.0,0.9878009580548784
TX,2017,49223016.4,679299.2,49902315.6,0.9863874212682827
TX,2018,52646504.8,762828.3,53409333.099999994,0.9857173221284803
TX,2019,53302215.0,822850.8,54125065.8,0.9847972323388844
UT,2000,3404230.0,19199.0,3423429.0,0.9943918801879635
UT,2001,3268163.0,13107.0,3281270.0,0.9960055100616529
UT,2002,3174351.3,13265.0,3187616.3,0.9958385832071445
UT,2003,3251814.5,12750.0,3264564.5,0.9960944254585872
UT,2004,3367540.0,13263.0,3380803.0,0.9960769675133393
UT,2005,3483064.6,15130.0,3498194.6,0.9956749118531028
UT,2006,3633193.1,14904.0,3648097.1,0.9959145824270961
UT,2007,3702418.5,13702.0,3716120.5,0.9963128213953234
UT,2008,3631326.5,16672.5,3647999.0,0.9954296862471728
UT,2009,3394761.6,16866.2,3411627.8000000003,0.9950562602403462
UT,2010,3357361.2,18438.8,3375800.0,0.9945379465608153
UT,2011,3462375.3,23138.0,3485513.3,0.9933616664151016
UT,2012,3346130.5,20463.5,3366594.0,0.9939216014761507
UT,2013,3568210.2,18538.4,3586748.6,0.9948314191856101
UT,2014,3512135.9,22005.8,3534141.6999999997,0.9937733679439057
UT,2015,3445531.6,26883.2,3472414.8000000003,0.9922580677861411
UT,2016,3337200.2,37679.6,3374879.8000000003,0.9888352764445122
UT,2017,3349964.8,50112.4,3400077.1999999997,0.9852613934765952
UT,2018,3519268.9,49681.1,3568950.0,0.9860796312640973
UT,2019,3536103.2,49075.2,3585178.4000000004,0.9863116435154244
VA,2000,7105500.0,218653.0,7324153.0,0.970146309068093
VA,2001,6974313.2,171915.0,7146228.2,0.9759432535333814
VA,2002,6888070.7,142799.0,7030869.7,0.9796897103639967
VA,2003,7275832.7,185187.0,7461019.7,0.9751793980653878
VA,2004,7663258.4,201641.0,7864899.4,0.974361909829387
VA,2005,7812183.6,235220.0,8047403.6,0.9707706967747958
VA,2006,7530183.7,221242.0,7751425.7,0.9714578958036069
VA,2007,7743934.8,218844.0,7962778.8,0.9725166294962256
VA,2008,7109602.0,224076.0,7333678.0,0.9694456178741417
VA,2009,6568319.0,213494.0,6781813.0,0.968519627421163
VA,2010,7008038.5,204695.0,7212733.5,0.9716203295186214
VA,2011,6594047.5,196970.0,6791017.5,0.9709955098775699
VA,2012,6508406.4,194260.0,6702666.4,0.9710175043173863
VA,2013,6777286.6,223533.0,7000819.6,0.9680704527795574
VA,2014,6970814.8,252008.0,7222822.8,0.9651094860031731
VA,2015,7080467.6,252042.0,7332509.6,0.9656267753130524
VA,2016,7266393.8,241728.0,7508121.8,0.9678044647597486
VA,2017,7170107.7,237064.0,7407171.7,0.9679953415957673
VA,2018,7531693.6,262234.0,7793927.6,0.9663540626166452
VA,2019,7529786.6,241328.0,7771114.6,0.9689455100816554
VT,2000,486394.8,26133.0,512527.8,0.9490115463005129
VT,2001,483841.8,22362.0,506203.8,0.9558241166897601
VT,2002,457453.9,30298.0,487751.9,0.937882353713025
VT,2003,477208.6,32527.0,509735.6,0.9361884867370457
VT,2004,523386.9,28359.0,551745.9,0.9486013398559011
VT,2005,494198.5,32661.0,526859.5,0.93800814069026
VT,2006,482921.7,35410.0,518331.7,0.9316846721896422
VT,2007,474430.9,28861.0,503291.9,0.9426555444266042
VT,2008,431177.2,34949.4,466126.60000000003,0.9250216572064327
VT,2009,472809.6,44417.4,517227.0,0.9141239726464395
VT,2010,450045.2,47858.5,497903.7,0.9038800073186843
VT,2011,448443.4,42981.6,491425.0,0.9125368062267895
VT,2012,419233.4,37477.8,456711.2,0.9179398271818164
VT,2013,441329.2,47920.4,489249.60000000003,0.9020532668805452
VT,2014,454163.9,47230.6,501394.5,0.9058015195619418
VT,2015,476613.2,59697.9,536311.1,0.8886879275853139
VT,2016,455865.5,54301.6,510167.1,0.8935611488863159
VT,2017,452256.9,55473.5,507730.4,0.8907422127963974
VT,2018,453388.8,62664.4,516053.2,0.8785698838801891
VT,2019,462690.7,60982.7,523673.4,0.8835482191763033
WA,2000,5856895.0,728359.0,6585254.0,0.8893954583984156
WA,2001,5456506.6,560835.0,6017341.6,0.9067968818655733
WA,2002,5009172.3,713923.0,5723095.3,0.8752557903412861
WA,2003,5030576.3,687370.0,5717946.3,0.8797872585826838
WA,2004,5205669.2,680941.0,5886610.2,0.88432374883596
WA,2005,5329194.5,660195.0,5989389.5,0.8897725719791642
WA,2006,5415679.6,776764.0,6192443.6,0.874562604009829
WA,2007,5669891.7,715372.0,6385263.7,0.8879651595281804
WA,2008,5579441.7,713887.4,6293329.100000001,0.886564425813994
WA,2009,5333049.7,696384.5,6029434.2,0.8845025126901626
WA,2010,4976841.0,719857.0,5696698.0,0.8736360958576355
WA,2011,4835191.6,885261.5,5720453.1,0.8452462620487178
WA,2012,4772278.6,865311.4,5637590.0,0.8465104060422981
WA,2013,5043856.2,804329.5,5848185.7,0.8624651231577684
WA,2014,4991251.8,816410.3,5807662.1,0.8594253098850224
WA,2015,5259881.3,783011.3,6042892.6,0.8704244222377873
WA,2016,5544505.6,842141.8,6386647.399999999,0.8681402389616812
WA,2017,5530739.1,850814.7,6381553.8,0.8666759340021547
WA,2018,5539766.6,847200.3,6386966.899999999,0.8673548316024622
WA,2019,5824940.5,741578.8,6566519.3,0.8870666838670527
WI,2000,6136414.2,199612.0,6336026.2,0.9684957110814978
WI,2001,6042741.0,213941.0,6256682.0,0.9658059974919614
WI,2002,6111775.7,163552.0,6275327.7,0.9739372973303052
WI,2003,5963902.1,183946.0,6147848.1,0.9700796120841046
WI,2004,6112485.5,160725.0,6273210.5,0.9743791476469664
WI,2005,6229712.0,218362.0,6448074.0,0.9661353142039003
WI,2006,5892732.6,208348.0,6101080.6,0.9658506396391485
WI,2007,5971886.1,198143.0,6170029.1,0.967886213048817
WI,2008,6009167.5,203978.5,6213146.0,0.967169852438684
WI,2009,5514298.4,185341.9,5699640.300000001,0.9674818251249995
WI,2010,5609862.9,233799.8,5843662.7,0.9599908803771307
WI,2011,5603293.1,230383.8,5833676.899999999,0.960507960254021
WI,2012,5316939.4,220718.2,5537657.600000001,0.9601423172136897
WI,2013,5799363.0,233948.1,6033311.1,0.9612239289301691
WI,2014,5964206.4,233094.7,6197301.100000001,0.9623877077716944
WI,2015,5830523.4,243673.7,6074197.100000001,0.9598838009388928
WI,2016,5680872.6,235027.0,5915899.6,0.9602719762181224
WI,2017,5792613.1,231827.5,6024440.6,0.9615188337984443
WI,2018,6074748.3,240188.6,6314936.899999999,0.9619650039575218
WI,2019,5912439.1,237517.0,6149956.1,0.9613790739091618
WV,2000,4805474.7,20722.0,4826196.7,0.9957063498883085
WV,2001,4499900.8,17813.0,4517713.8,0.9960570764797009
WV,2002,4985492.4,17376.0,5002868.4,0.996526792509673
WV,2003,4737059.2,21649.0,4758708.2,0.9954506561255426
WV,2004,4701003.9,21389.0,4722392.9,0.9954707284097433
WV,2005,4736749.0,37512.0,4774261.0,0.9921428677652939
WV,2006,4764027.7,35655.0,4799682.7,0.9925713839375258
WV,2007,4841046.7,35195.0,4876241.7,0.9927823512111797
WV,2008,4715504.8,39242.3,4754747.1,0.9917467114076373
WV,2009,3838651.1999999997,62310.7,3900961.9,0.9840268370731844
WV,2010,4254110.9,64926.4,4319037.300000001,0.98496739076553
WV,2011,4172382.1,64745.6,4237127.7,0.9847194598359639
WV,2012,3982396.8,59112.1,4041508.9,0.985373754836962
WV,2013,4078646.0,72327.1,4150973.1,0.9825758687764081
WV,2014,4298302.0,69454.4,4367756.4,0.9840983805781842
WV,2015,4041465.3000000003,45612.9,4087078.2,0.9888397290758959
WV,2016,4144837.9,45662.6,4190500.5,0.9891033063950236
WV,2017,4020261.2,46734.0,4066995.2,0.9885089611121253
WV,2018,4130733.8000000003,52423.4,4183157.2,0.9874679823172794
WV,2019,4008345.7,49641.1,4057986.8000000003,0.987767062228985
WY,2000,2839919.2,13297.0,2853216.2,0.9953396451344977
WY,2001,2871031.0,12388.0,2883419.0,0.9957037114619831
WY,2002,2828023.1,10761.0,2838784.1,0.9962092925629674
WY,2003,2935181.4,10475.0,2945656.4,0.9964439165409787
WY,2004,2890354.5,12236.0,2902590.5,0.9957844552994989
WY,2005,2873679.6,17542.0,2891221.6,0.9939326684609716
WY,2006,2956212.5,17225.0,2973437.5,0.9942070415133999
WY,2007,3121237.5,16681.0,3137918.5,0.9946840556885082
WY,2008,3159885.1,19785.9,3179671.0,0.9937773750806295
WY,2009,3021483.6,27419.1,3048902.7,0.9910068956939819
WY,2010,3100415.7,35377.3,3135793.0,0.9887182285310288
WY,2011,3099944.6,46162.2,3146106.8000000003,0.9853271986825113
WY,2012,3177374.1,41810.3,3219184.4,0.9870121450638243
WY,2013,3201760.8,41656.9,3243417.6999999997,0.9871564800303088
WY,2014,3120321.7,42580.7,3162902.4000000004,0.9865374600240588
WY,2015,2959612.6,44722.5,3004335.1,0.985114010750665
WY,2016,2865241.5,48700.1,2913941.6,0.9832872079522801
WY,2017,2983055.2,50626.2,3033681.4000000004,0.9833119588629181
WY,2018,3087247.3,47750.1,3134997.4,0.9847686955019483
WY,2019,2907712.5,49914.0,2957626.5,0.983123629707808
