YEAR,STATE,Non-Renewable,Renewable,Total
2011,MS,50064866.15,1506076.51,51570942.64
2011,MT,16267493.620000001,13861048.95,30128542.57
2011,NC,112150974.46,6238880.45,118389854.92
2011,ND,27254406.1,7825494.0,35079900.1
2011,NE,33361518.51,2733532.5,36095051.0
2011,NH,17369907.13,2696033.88,20065941.0
2011,NJ,63714177.2,979918.79,64694095.97
2011,NM,35744647.88,2436491.42,38181139.3
2011,NV,27307991.389999997,4627926.51,31935917.91
2011,NY,104587570.81,32892776.14,137480346.95
2011,OH,134266457.97,1319346.5,135585804.47
2011,OK,67179541.1,7426172.52,74605713.61
2011,OR,11890525.319999998,47804638.8,59695164.13
2011,PA,219998516.31,7316206.03,227314722.36
2011,RI,8584544.55,137728.0,8722272.55
2011,SC,99289218.01,3683349.16,102972567.17
2011,SD,2722421.5,9276464.0,11998885.5
2011,TN,70508446.61999999,10595415.61,81103862.22
2011,TX,402730736.4,32746187.17,435476923.58
2011,UT,38645000.18,2191149.84,40836150.01
2011,VA,63264829.5,3406029.58,66670859.07
2011,VT,4918790.2,1857428.6099999999,6776218.81
2011,WA,15430556.889999999,99832043.94,115262600.82
2011,WI,58377422.98,4911920.8100000005,63289343.77
2011,WV,76434575.8,2565047.74,78999623.54
2011,WY,41802872.83,5835598.0,47638470.83
2012,AK,5331416.0,1615002.0,6946419.0
2012,AL,142666910.0,10211777.0,152878688.0
2012,AR,61146836.0,3858842.0,65005678.0
2012,AZ,102490407.0,8414586.0,110904994.0
2012,CA,142714352.0,56804216.0,199518567.0
2012,CO,44867410.0,7689290.0,52556701.0
2012,CT,35138878.0,978666.0,36117544.0
2012,DE,8502643.0,131051.0,8633694.0
2012,FL,216421827.0,4674309.0,221096136.0
2012,GA,116791527.0,5514837.0,122306364.0
2012,HI,9429872.0,1039396.0,10469269.0
2012,IA,41725789.0,14949617.0,56675406.0
2012,ID,2044182.0,13454907.0,15499089.0
2012,IL,189081495.0,8483867.0,197565362.0
2012,IN,110715857.0,3979872.0,114695729.0
2012,KS,39161638.0,5263052.0,44424691.0
2012,KY,87255026.0,2694661.0,89949689.0
2012,LA,100297720.0,3109987.0,103407706.0
2012,MA,33389005.0,2189417.0,35578421.0
2012,MD,35255052.0,2554691.0,37809744.0
2012,ME,6650412.0,8397883.0,15048296.0
2012,MI,103165785.0,4992265.0,108158050.0
2012,MN,42178731.0,10575702.0,52754433.0
2012,MO,89791472.0,2012848.0,91804321.0
2012,MS,53075105.0,1509190.0,54584295.0
2012,MT,15259567.0,12545216.0,27804782.0
2012,NC,110249906.0,6431858.0,116681763.0
2012,ND,28367876.0,7757282.0,36125159.0
2012,NE,31613477.0,2603815.0,34217292.0
2012,NH,16593764.0,2628556.0,19222319.0
2012,NJ,63971938.0,1291470.0,65263408.0
2012,NM,33839239.0,2796670.0,36635909.0
2012,NV,29764218.0,5409046.0,35173263.0
2012,NY,105923327.0,29844916.0,135768244.0
2012,OH,127592948.0,2152784.0,129745731.0
2012,OK,68230350.0,9666237.0,77896588.0
2012,OR,14315307.0,46617424.0,60932730.0
2012,PA,216718678.0,6701038.0,223419715.0
2012,RI,8202875.0,106161.0,8309036.0
2012,SC,93191938.0,3563745.0,96755682.0
2012,SD,3138575.0,8334822.0,11473397.0
2012,TN,68592147.0,9132118.0,77724264.0
2012,TX,395211339.0,34601171.0,429812510.0
2012,US-Total,3553192066.0,494573201.0,4047765267.0
2012,UT,37555450.0,1847510.0,39402961.0
2012,VA,67337017.0,3402218.0,70739235.0
2012,VT,4995297.0,1616489.0,6611786.0
2012,WA,19156770.0,97678705.0,116835473.0
2012,WI,58997497.0,4753441.0,63750938.0
2012,WV,70685402.0,2728003.0,73413405.0
2012,WY,44326030.0,5262577.0,49588606.0
2013,AK,4864021.24,1632800.4,6496821.64
2013,AL,134798167.43,15774756.42,150572923.86
2013,AR,56066938.51,4255553.64,60322492.14
2013,AZ,104678684.35,8647301.77,113325986.12
2013,CA,140744882.93,59332231.7,200077114.62
2013,CO,44188180.660000004,8749255.25,52937435.91
2013,CT,34556771.55,1054017.78,35610789.32
2013,DE,7654329.0,106532.0,7760861.0
2013,FL,217485964.36,4912959.61,222398923.98
2013,GA,113400965.87,7552768.4399999995,120953734.3
2013,HI,9061776.43,1205275.85,10267052.27
2013,IA,40194598.06,16476158.870000001,56670756.92
2013,ID,3560623.9699999997,11625504.24,15186128.21
2013,IL,192599289.03,10405630.45,203004919.48
2013,IN,106128613.36,4274863.76,110403477.11
2013,KS,38966864.9,9505716.4,48472581.3
2013,KY,86139126.49,3601894.74,89741021.22
2013,LA,98179013.2,3831163.7800000003,102010176.99
2013,MA,30445090.57,2439930.12,32885020.68
2013,MD,33182628.27,2668184.07,35850812.33
2013,ME,5576218.949999999,8453818.65,14030037.61
2013,MI,98484367.12,6933433.43,105417800.56
2013,MN,40914588.58,10382399.03,51296987.61
2013,MO,89249288.9,2377304.04,91626592.93
2013,MS,51361876.79,1448387.1099999999,52810263.89
2013,MT,16289305.0,11398021.309999999,27687326.31
2013,NC,116080910.63,9855382.74,125936293.36
2013,ND,27644812.73,7376860.0,35021672.73
2013,NE,34111674.03,2992953.74,37104627.77
2013,NH,16655919.09,3122601.36,19778520.45
2013,NJ,63285549.75,1465391.96,64750941.71
2013,NM,33179077.79,2691887.39,35870965.18
2013,NV,30071769.52,6372104.08,36443873.59
2013,NY,105255430.12,30861399.85,136116829.97
2013,OH,134725691.44,2558497.24,137284188.68
2013,OK,59989198.11,13684482.16,73673680.26
2013,OR,18162932.93,41732581.72,59895514.66
2013,PA,218506970.83,8278659.64,226785630.47
2013,RI,6189630.66,57176.06,6246806.72
2013,SC,89863621.15,5386272.82,95249893.97
2013,SD,3358578.5,6750308.0,10108886.5
2013,TN,66098147.089999996,13553472.34,79651619.43
2013,TX,395140566.28,38239599.419999994,433380165.69
2013,US-Total,3543890618.33,522073449.13,4065964067.46
2013,UT,41080014.6,1436736.24,42516750.82
2013,VA,72736954.04,4159611.0300000003,76896565.06
2013,VT,4854459.59,2030450.41,6884910.0
2013,WA,27196064.38,86976851.87,114172916.23
2013,WI,60791938.64,5170853.15,65962791.79
2013,WV,72733775.64,3129291.0,75863066.64
2013,WY,47338903.24,5144162.17,52483065.4
2014,AK,4289622.0,1753207.0,6042830.0
2014,AL,137094553.0,12245893.0,149340447.0
2014,AR,57422144.0,4169993.0,61592137.0
2014,AZ,102298561.0,9958627.0,112257187.0
2014,CA,140359524.0,58448098.0,198807622.0
2014,CO,44330199.0,9517187.0,53847386.0
2014,CT,32474174.0,1202806.0,33676980.0
2014,DE,7572503.0,131080.0,7703584.0
2014,FL,224731441.0,5284496.0,230015937.0
2014,GA,118490267.0,7346956.0,125837224.0
2014,HI,8904326.0,1299833.0,10204158.0
2014,IA,39401677.0,17451606.0,56853282.0
2014,ID,2705088.0,12479328.0,15184417.0
2014,IL,191312196.0,10831681.0,202143878.0
2014,IN,111035532.0,4359861.0,115395392.0
2014,KS,38808071.0,10920292.0,49728363.0
2014,KY,87304878.0,3591556.0,90896435.0
2014,LA,100359759.0,3869642.0,104229402.0
2014,MA,28486564.0,2632028.0,31118591.0
2014,MD,35229255.0,2604398.0,37833652.0
2014,ME,5133746.0,8114964.0,13248710.0
2014,MI,98542617.0,8274375.0,106816991.0
2014,MN,44993001.0,12005328.0,56998330.0
2014,MO,85881685.0,1952783.0,87834468.0
2014,MS,53619143.0,1507948.0,55127092.0
2014,MT,16788062.0,13469554.0,30257616.0
2014,NC,120111674.0,8031914.0,128143588.0
2014,ND,27726083.0,8736424.0,36462508.0
2014,NE,35472385.0,3958905.0,39431291.0
2014,NH,16204644.0,3333751.0,19538395.0
2014,NJ,66498256.0,1552829.0,68051086.0
2014,NM,29395109.0,2911100.0,32306210.0
2014,NV,29544365.0,6456172.0,36000537.0
2014,NY,104543785.0,32533527.0,137077312.0
2014,OH,131998763.0,2503800.0,134502563.0
2014,OK,56451843.0,13703662.0,70155504.0
2014,OR,15944439.0,44175468.0,60119907.0
2014,PA,212313654.0,8721580.0,221035234.0
2014,RI,6051370.0,230378.0,6281748.0
2014,SC,92146844.0,5011622.0,97158465.0
2014,SD,3160733.0,7834507.0,10995240.0
2014,TN,69465238.0,10041648.0,79506886.0
2014,TX,395148056.0,42481612.0,437629668.0
2014,US-Total,3554984822.0,538579320.0,4093564142.0
2014,UT,41895405.0,1889121.0,43784526.0
2014,VA,72330447.0,4806992.0,77137438.0
2014,VT,5068520.0,1962874.0,7031394.0
2014,WA,27763051.0,88571311.0,116334363.0
2014,WI,55330632.0,5734164.0,61064796.0
2014,WV,78361605.0,2697972.0,81059577.0
2014,WY,44421716.0,5274467.0,49696183.0
2015,AK,4501422.0,1783515.0,6284937.0
2015,AL,139326338.0,13151088.0,152477427.0
2015,AR,50548349.0,5011079.0,55559428.0
2015,AZ,102471054.0,10670993.0,113142048.0
2015,CA,137500388.0,59203470.0,196703858.0
2015,CO,42965711.0,9427367.0,52393077.0
2015,CT,36363248.0,1107374.0,37470622.0
2015,DE,7680070.0,129936.0,7810006.0
2015,FL,232024911.0,5387722.0,237412633.0
2015,GA,120971314.0,7846583.0,128817898.0
2015,HI,8779880.0,1339620.0,10119500.0
2015,IA,37567999.0,19090920.0,56658918.0
2015,ID,3963410.0,11703685.0,15667095.0
2015,IL,182504093.0,11447947.0,193952040.0
2015,IN,98520387.0,5498889.0,104019275.0
2015,KS,34445916.0,11081207.0,45527124.0
2015,KY,79699065.0,3844607.0,83543671.0
2015,LA,104108574.0,3703779.0,107812354.0
2015,MA,29425881.0,2660088.0,32085969.0
2015,MD,33674557.0,2690987.0,36365544.0
2015,ME,3932083.0,7809182.0,11741265.0
2015,MI,104225868.0,8782182.0,113008050.0
2015,MN,44543057.0,12436710.0,56979768.0
2015,MO,80866171.0,2773896.0,83640067.0
2015,MS,63251331.0,1506532.0,64757864.0
2015,MT,17428665.0,11873736.0,29302401.0
2015,NC,119683489.0,8704955.0,128388445.0
2015,ND,28553147.0,8603466.0,37156612.0
2015,NE,34946995.0,4936396.0,39883391.0
2015,NH,16697845.0,3318049.0,20015893.0
2015,NJ,73004197.0,1604663.0,74608860.0
2015,NM,29867779.0,2833619.0,32701398.0
2015,NV,31679321.0,7367464.0,39046784.0
2015,NY,106248615.0,32333071.0,138581686.0
2015,OH,120564788.0,2514506.0,123079294.0
2015,OK,59103075.0,17032522.0,76135596.0
2015,OR,18662351.0,39204182.0,57866535.0
2015,PA,206121038.0,8424230.0,214545267.0
2015,RI,6700216.0,238804.0,6939019.0
2015,SC,91674253.0,4857959.0,96532213.0
2015,SD,2285035.0,7347998.0,9633033.0
2015,TN,64507583.0,10707051.0,75214636.0
2015,TX,402195577.0,47630759.0,449826336.0
2015,US-Total,3534472784.0,544240990.0,4078713772.0
2015,UT,40007922.0,1941197.0,41949120.0
2015,VA,79109006.0,5302586.0,84411592.0
2015,VT,4549.0,1977498.0,1982047.0
2015,WA,26815165.0,82472293.0,109287458.0
2015,WI,60857784.0,5502399.0,66360183.0
2015,WV,69529014.0,2766255.0,72295269.0
2015,WY,44341549.0,4624969.0,48966519.0
2016,AK,4463564.0,1871470.0,6335034.0
2016,AL,132033788.0,10351310.0,142385098.0
2016,AR,55479103.0,4965956.0,60445059.0
2016,AZ,97073902.0,11689548.0,108763449.0
2016,CA,118308830.0,78654385.0,196963215.0
2016,CO,42394291.0,12024189.0,54418480.0
2016,CT,35379085.0,1117475.0,36496560.0
2016,DE,8606867.0,124394.0,8731261.0
2016,FL,233220479.0,5041672.0,238262150.0
2016,GA,124553399.0,8827016.0,133380416.0
2016,HI,8510791.0,1438055.0,9948845.0
2016,IA,33151853.0,21240654.0,54392507.0
2016,ID,3415881.0,12245056.0,15660938.0
2016,IL,175977041.0,11312090.0,187289131.0
2016,IN,95774688.0,5984370.0,101759059.0
2016,KS,33397638.0,14202353.0,47599991.0
2016,KY,76318944.0,3954557.0,80273501.0
2016,LA,103289508.0,3979296.0,107268804.0
2016,MA,29212949.0,2742072.0,31955022.0
2016,MD,34493046.0,2673640.0,37166687.0
2016,ME,4059465.0,7454962.0,11514427.0
2016,MI,103357332.0,8764458.0,112121790.0
2016,MN,46434638.0,13044114.0,59478753.0
2016,MO,76049833.0,2561679.0,78611513.0
2016,MS,61357094.0,1524200.0,62881295.0
2016,MT,15540660.0,12242870.0,27783529.0
2016,NC,120378700.0,10400457.0,130779157.0
2016,ND,27766919.0,10089533.0,37856452.0
2016,NE,31768276.0,4756593.0,36524869.0
2016,NH,16015415.0,3267078.0,19282493.0
2016,NJ,75763428.0,1847976.0,77611403.0
2016,NM,28374785.0,4537260.0,32912045.0
2016,NV,31121198.0,8665807.0,39787005.0
2016,NY,101165181.0,33211534.0,134376715.0
2016,OH,117352751.0,2533315.0,119886066.0
2016,OK,55644652.0,23010355.0,78655007.0
2016,OR,17250330.0,42931682.0,60182013.0
2016,PA,206724728.0,8317002.0,215041730.0
2016,RI,6316786.0,248099.0,6564885.0
2016,SC,92378366.0,4607399.0,96985764.0
2016,SD,3004034.0,8520149.0,11524184.0
2016,TN,71516841.0,7823792.0,79340633.0
2016,TX,392761296.0,61286294.0,454047591.0
2016,US-Total,3468128699.0,609445101.0,4077573801.0
2016,UT,34929265.0,3204663.0,38133928.0
2016,VA,86970760.0,5584116.0,92554876.0
2016,VT,5982.0,1905225.0,1911207.0
2016,WA,25690636.0,88395945.0,114086582.0
2016,WI,59183621.0,5782990.0,64966611.0
2016,WV,72872567.0,3070401.0,75942968.0
2016,WY,41293805.0,5362826.0,46656630.0
2017,AK,4668546.0,1828919.0,6497466.0
2017,AL,127120579.0,12843671.0,139964250.0
2017,AR,56364432.0,4410786.0,60775216.0
2017,AZ,93336688.0,12515077.0,105851765.0
2017,CA,109239451.0,96907068.0,206146520.0
2017,CO,41511766.0,12332235.0,53844002.0
2017,CT,33385507.0,1177147.0,34562654.0
2017,DE,7377911.0,118065.0,7495976.0
2017,FL,232309516.0,6103920.0,238413437.0
2017,GA,118040957.0,9414357.0,127455314.0
2017,HI,8424465.0,1388503.0,9812968.0
2017,IA,35288287.0,22621279.0,57909566.0
2017,ID,3171757.0,14224267.0,17396024.0
2017,IL,170672469.0,12919102.0,183591571.0
2017,IN,92783272.0,6146548.0,98929818.0
2017,KS,32243563.0,18689734.0,50933296.0
2017,KY,68158602.0,5020593.0,73179196.0
2017,LA,94071930.0,3647283.0,97719213.0
2017,MA,28985125.0,3218989.0,32204115.0
2017,MD,30773905.0,3330176.0,34104080.0
2017,ME,2833687.0,8430592.0,11264280.0
2017,MI,102885850.0,9427651.0,112313501.0
2017,MN,43824759.0,14924073.0,58748831.0
2017,MO,81192446.0,3414285.0,84606731.0
2017,MS,58164666.0,1562971.0,59727637.0
2017,MT,15084847.0,13136099.0,28220946.0
2017,NC,116252986.0,12215131.0,128468117.0
2017,ND,27561738.0,13943336.0,41505074.0
2017,NE,28721295.0,6685687.0,35406982.0
2017,NH,14011668.0,3435173.0,17446841.0
2017,NJ,73753659.0,1890854.0,75644513.0
2017,NM,27586401.0,6011012.0,33597413.0
2017,NV,28531808.0,9669486.0,38201294.0
2017,NY,91275693.0,36749693.0,128025386.0
2017,OH,118116392.0,2698011.0,120814403.0
2017,OK,47765284.0,25966370.0,73731654.0
2017,OR,16844124.0,45869624.0,62713747.0
2017,PA,204369642.0,9221652.0,213591294.0
2017,RI,7246600.0,368341.0,7614941.0
2017,SC,88766671.0,4314266.0,93080939.0
2017,SD,2719841.0,8215878.0,10935719.0
2017,TN,69271744.0,9774478.0,79046222.0
2017,TX,380905281.0,71889085.0,452794365.0
2017,US-Total,3348860219.0,686582676.0,4035442895.0
2017,UT,32490207.0,4921669.0,37411876.0
2017,VA,85178693.0,5238455.0,90417149.0
2017,VT,8940.0,2132448.0,2141388.0
2017,WA,24905011.0,91007068.0,115912078.0
2017,WI,59328040.0,5779291.0,65107333.0
2017,WV,70016247.0,3340833.0,73357080.0
2017,WY,41297567.0,5444279.0,46741846.0
2018,AK,4382644.0,1864714.0,6247359.0
2018,AL,130111225.0,14946770.0,145057994.0
2018,AR,63421473.0,4577878.0,67999352.0
2018,AZ,99052841.0,12872304.0,111925144.0
2018,CA,110502582.0,84963056.0,195465638.0
2018,CO,42588935.0,12797342.0,55386279.0
2018,CT,38024811.0,1428739.0,39453552.0
2018,DE,6126547.0,114097.0,6240644.0
2018,FL,236522930.0,7729105.0,244252035.0
2018,GA,118548110.0,10691262.0,129239371.0
2018,HI,8498141.0,1298632.0,9796773.0
2018,IA,40899033.0,22481537.0,63380569.0
2018,ID,3363109.0,14809010.0,18172120.0
2018,IL,175465425.0,12537933.0,188003357.0
2018,IN,107049292.0,6410420.0,113459711.0
2018,KS,32705013.0,19005200.0,51710213.0
2018,KY,73916674.0,4887823.0,78804497.0
2018,LA,98339958.0,3788526.0,102128485.0
2018,MA,23670731.0,3502150.0,27172882.0
2018,MD,39490670.0,4318979.0,43809648.0
2018,ME,2961495.0,8319205.0,11280700.0
2018,MI,106161456.0,9675639.0,115837095.0
2018,MN,47063734.0,14453708.0,61517441.0
2018,MO,81208139.0,3887245.0,85095384.0
2018,MS,61708634.0,1765138.0,63473771.0
2018,MT,14599487.0,13613344.0,28212831.0
2018,NC,118381304.0,15868193.0,134249497.0
2018,ND,28701216.0,13914105.0,42615321.0
2018,NE,29914612.0,7051604.0,36966216.0
2018,NH,13939299.0,3147857.0,17087156.0
2018,NJ,73050116.0,1983485.0,75033600.0
2018,NM,25049715.0,7623967.0,32673682.0
2018,NV,29212685.0,10427557.0,39640241.0
2018,NY,96452960.0,36067540.0,132520501.0
2018,OH,125117219.0,2820070.0,127937288.0
2018,OK,57417415.0,29763986.0,87181402.0
2018,OR,19438119.0,44675442.0,64113560.0
2018,PA,205229730.0,10156100.0,215385830.0
2018,RI,7972654.0,402603.0,8375257.0
2018,SC,93548569.0,5815520.0,99364088.0
2018,SD,3513452.0,9102944.0,12616396.0
2018,TN,70071141.0,11483775.0,81554917.0
2018,TX,395729884.0,81622541.0,477352425.0
2018,US-Total,3474171889.0,706815816.0,4180987703.0
2018,UT,34904869.0,4470555.0,39375424.0
2018,VA,88807907.0,6701214.0,95509121.0
2018,VT,4633.0,2174283.0,2178915.0
2018,WA,26168383.0,90588345.0,116756729.0
2018,WI,60430299.0,5506504.0,65936803.0
2018,WV,63631397.0,3617627.0,67249025.0
2018,WY,41078452.0,5033684.0,46112136.0
2019,AK,4267339.0,1803504.0,6070843.0
2019,AL,127531821.0,15147612.0,142679433.0
2019,AR,58763253.0,5679646.0,64442898.0
2019,AZ,101284488.0,12267499.0,113551987.0
2019,CA,104508183.0,97276023.0,201784204.0
2019,CO,42294095.0,14043640.0,56337734.0
2019,CT,38722082.0,1327955.0,40050038.0
2019,DE,5138071.0,120466.0,5258538.0
2019,FL,237043024.0,8560460.0,245603485.0
2019,GA,117198885.0,11492686.0,128691569.0
2019,HI,8566465.0,1183532.0,9749998.0
2019,IA,35317269.0,27332294.0,62649563.0
2019,ID,4353578.0,14054233.0,18407812.0
2019,IL,169412534.0,15057518.0,184470052.0
2019,IN,95248028.0,7257353.0,102505381.0
2019,KS,29669934.0,21218058.0,50887992.0
2019,KY,67153657.0,4650596.0,71804254.0
2019,LA,96559586.0,3615177.0,100174762.0
2019,MA,18161279.0,3354357.0,21515636.0
2019,MD,35732461.0,3593134.0,39325595.0
2019,ME,2241875.0,8248688.0,10490562.0
2019,MI,106768629.0,9932858.0,116701488.0
2019,MN,44921672.0,14457718.0,59379390.0
2019,MO,72984930.0,5293821.0,78278751.0
2019,MS,64241062.0,1717698.0,65958760.0
2019,MT,15369667.0,12427412.0,27797079.0
2019,NC,114464478.0,16709383.0,131173861.0
2019,ND,26754822.0,14392502.0,41147324.0
2019,NE,28630047.0,8667568.0,37297615.0
2019,NH,14917183.0,3109412.0,18026595.0
2019,NJ,69008682.0,2010092.0,71018774.0
2019,NM,26677658.0,8496851.0,35174510.0
2019,NV,28544287.0,11345373.0,39889660.0
2019,NY,94056689.0,37546601.0,131603289.0
2019,OH,118277712.0,3272411.0,121550123.0
2019,OK,53104550.0,33281621.0,86386170.0
2019,OR,23543888.0,38714490.0,62258378.0
2019,PA,220170439.0,8824891.0,228995331.0
2019,RI,7152059.0,472344.0,7624403.0
2019,SC,94104709.0,6002795.0,100107504.0
2019,SD,3800334.0,10706313.0,14506647.0
2019,TN,70914385.0,11412724.0,82327109.0
2019,TX,392278833.0,90922198.0,483201031.0
2019,US-Total,3401901173.0,728672706.0,4130573879.0
2019,UT,34855764.0,4261269.0,39117033.0
2019,VA,90612855.0,6214786.0,96827639.0
2019,VT,1913.0,2287885.0,2289798.0
2019,WA,32182057.0,74281552.0,106463608.0
2019,WI,56885038.0,5889260.0,62774299.0
2019,WV,60588530.0,3337109.0,63925639.0
2019,WY,36810274.0,5335383.0,42145656.0
