Year,State,Area (SqMi),Non-Renewable Generation (MWh),Renewable Generation (MWh),Total Generation (MWh),Median Income ($),Fossil Energy Consumption (BTU),Renewable Energy Consumption (BTU),Total Energy Consumption (BTU),fossil_share,Total_Policies,Dem_Pres_Percent,Rep_Pres_Percent,Dem_Sen_Percent,Rep_Sen_Percent,fossil_share_2000,fossil_share_2019,Y_OUTCOME
2000,MO,"69,707",75911166.0,682773.0,76593939.0,67137,6562589.2,32608.0,6595197.2,0.9950557960571672,3.0,47.08427334810237,50.42281595937441,50.46659321320502,48.3934101912867,0.9950557960571672,0.9850509172591508,1
2000,MS,"48,432",35934259.0,1680304.0,37614563.0,51062,3847996.6,151050.0,3999046.6,0.9622284971622986,1.0,40.69810015047516,57.61951509982056,31.594014549200118,65.8798926513664,0.9622284971622986,0.9758667885178728,0
2000,MT,"147,040",16781648.0,9670180.0,26451828.0,48796,1678515.1,97042.0,1775557.1,0.9453456044866144,3.0,33.36512679264014,58.4394602249225,47.23749456391019,50.55429894485193,0.9453456044866144,0.9357775339282814,1
2000,NC,"53,819",117362973.0,4911383.0,122274356.0,57044,7795054.4,233418.0,8028472.4,0.9709262250188466,2.0,43.14567116868325,55.9577562873286,50.333872604999364,46.78241181322168,0.9709262250188466,0.960120498653183,1
2000,ND,"70,698",29180660.0,2130536.0,31311196.0,53588,2324695.8,20260.0,2344955.8,0.991360178302721,3.0,33.05533969804618,60.65858126110124,61.37254424617182,38.62745575382818,0.991360178302721,0.9654192613395662,1
2000,NE,"77,348",27592625.0,1517238.0,29109863.0,62155,2317242.4,22566.0,2339808.4,0.9903556205713254,2.0,33.25303901328371,62.245362034607375,50.999205604101974,48.815916805084136,0.9903556205713254,0.9748358852311836,1
2000,NH,"9,349",12497627.0,2533872.0,15031499.0,75815,1088435.6,58524.0,1146959.6,0.948974663100601,3.0,46.80317916078731,48.07030985044308,38.621199828869784,57.6850488565325,0.948974663100601,0.9169713539397928,1
2000,NJ,"8,723",56706865.0,1378350.0,58085215.0,75039,8814631.6,80957.0,8895588.6,0.9908991969345344,3.0,56.12560891508792,40.29124385907997,50.112943691965484,47.096358942083036,0.9908991969345344,0.9902201853902493,0
2000,NM,"121,590",33792404.0,229616.0,34022020.0,52244,3111315.5,13722.0,3125037.5,0.9956090126918477,2.0,47.908554054844174,47.84741189933261,61.70109545634968,38.253953175941355,0.9956090126918477,0.969452335071872,1
2000,NV,"110,572",31684656.0,3800259.0,35484915.0,68121,2526601.9,39451.0,2566052.9,0.9846258040900092,7.0,45.94126276200884,49.485089247915255,39.658708070894974,55.04331065155732,0.9846258040900092,0.9659888266038558,1
2000,NY,"54,555",110287221.0,27791854.0,138079075.0,60657,13719701.8,521149.0,14240850.8,0.9634046443348736,4.0,56.639270482305506,32.44981656457451,51.18660934970693,39.14829484535312,0.9634046443348736,0.9648411500548668,0
2000,OH,"44,826",147829841.0,1230439.0,149060280.0,63959,14528081.6,151618.0,14679699.6,0.9896715870125844,6.0,46.440428090356484,49.98647383516539,35.853840169519835,59.91528953531524,0.9896715870125844,0.9889364605653692,0
2000,OK,"69,899",53146837.0,2425120.0,55571957.0,48283,5867272.4,63926.0,5931198.4,0.9892220769414828,1.0,38.426904569573395,60.307852108482294,53.41141418368777,46.56564264238257,0.9892220769414828,0.9542805122413204,1
2000,OR,"98,379",12970989.0,38818986.0,51789975.0,63270,2935005.1,356278.0,3291283.1,0.8917510316873076,7.0,46.95994002412073,46.51892173799668,24.578691161267553,67.7389615116084,0.8917510316873076,0.8723812363932198,1
2000,PA,"46,054",196667285.0,5020695.0,201687980.0,62789,15181592.9,196888.0,15378480.9,0.9871971749823484,3.0,50.60817131276612,46.43813292862545,45.50908573306335,52.41607597364035,0.9871971749823484,0.9800280131050412,0
2000,RI,"1,545",5851439.0,120106.0,5971545.0,62820,822954.9,9009.0,831963.9,0.9891714051535168,3.0,60.9877001896791,31.911799213907194,41.1452065015472,56.87652835164161,0.9891714051535168,0.9833447969217342,0
2000,SC,"32,020",90393017.0,2953223.0,93346240.0,55932,4329330.4,164262.0,4493592.4,0.9634452826651568,0.0,40.9015233737649,56.86038462261056,61.4424347955343,38.33459858044583,0.9634452826651568,0.9478164587960926,1
2000,SD,"77,116",3981829.0,5715508.0,9697337.0,54301,916903.4,43858.0,960761.4,0.9543507888639156,0.0,37.56422539041132,60.29677268401266,34.36959880344974,60.569454112970774,0.9543507888639156,0.9279778186329464,1
2000,TN,"42,144",88642726.0,7195858.0,95838584.0,50760,6942333.4,151343.0,7093676.4,0.9786650826079408,1.0,47.28489471775341,51.14915318076796,32.20718723766769,65.09569312246677,0.9786650826079408,0.9702275413098452,1
2000,TX,"268,596",375142795.0,2599570.0,377742365.0,57478,48661914.8,175295.0,48837209.8,0.9964106262270536,4.0,37.981958091571045,59.298599468103454,32.30752442100816,65.07621932736053,0.9964106262270536,0.9847972323388844,1
2000,UT,"84,897",35701996.0,907078.0,36609074.0,70789,3404230.0,19199.0,3423429.0,0.9943918801879637,4.0,26.344722181136916,66.83014295092858,31.51458222901271,65.58404269693284,0.9943918801879637,0.9863116435154244,0
2000,VA,"42,775",74333287.0,2856083.0,77189370.0,70213,7105500.0,218653.0,7324153.0,0.970146309068093,2.0,44.43561054475593,52.47372918694905,47.68026057452799,52.255434552685664,0.970146309068093,0.9689455100816554,0
2000,VT,"9,616",4722152.0,1580862.0,6303014.0,58945,486394.8,26133.0,512527.8,0.9490115463005128,3.0,50.63470921619528,40.697160797531836,25.42530329289428,65.55736568457539,0.9490115463005128,0.8835482191763033,1
2000,WA,"71,298",26482426.0,81754454.0,108236880.0,63308,5856895.0,728359.0,6585254.0,0.8893954583984156,4.0,50.158215316754266,44.5786479475025,48.73028493377087,48.6397259422462,0.8893954583984156,0.8870666838670527,0
2000,WI,"65,496",56505133.0,3139284.0,59644417.0,67124,6136414.2,199612.0,6336026.2,0.9684957110814978,8.0,47.832819660687434,47.613163514144304,61.5427921056123,37.035955124301054,0.9684957110814978,0.9613790739091618,0
2000,WV,"24,230",91699841.0,1165335.0,92865176.0,43785,4805474.7,20722.0,4826196.7,0.9957063498883084,0.0,45.59266436669526,51.91521992705099,77.75192757967578,20.155697731645116,0.9957063498883084,0.987767062228985,0
2000,WY,"97,813",44237334.0,1256946.0,45494280.0,58997,2839919.2,13297.0,2853216.2,0.9953396451344976,0.0,28.298382040556604,69.22274313841086,22.03838827290215,73.772693872011,0.9953396451344976,0.983123629707808,1
2001,AK,"665,384",5397151.0,1346615.0,6743766.0,83034,3438696.1,15393.0,3454089.1,0.9955435428692327,0.0,27.666339823504693,58.620955315870575,0.0,0.0,0.9968955872929728,0.9904568775213516,0
2001,AL,"52,420",112799367.0,12545746.0,125345113.0,50895,6619959.0,387540.0,7007499.0,0.9446963888257424,0.0,41.56650294789806,56.483755353267654,11.623389341801497,44.35800039172749,0.9405221392456772,0.9388430309927231,0
2001,AR,"53,179",43131788.0,4060247.0,47192035.0,48259,3534784.3,153582.0,3688366.3,0.9583604264034188,1.0,45.86425626043496,51.30719769663293,35.86726158881388,63.958793625122404,0.9515624821436618,0.953777350146214,0
2001,AZ,"113,990",82248270.0,7663002.0,89911272.0,61815,4748657.2,78843.0,4827500.2,0.9836679447470555,1.0,44.73458501738885,51.02113816043696,28.674316930503423,79.32252790828845,0.98045418962679,0.9750133566721176,0
2001,CA,"163,695",151424683.0,47171392.0,198596075.0,68413,27316174.1,653787.0,27969961.1,0.9766253875841108,2.0,53.44973682775446,41.651496805255455,55.84281724250367,36.58693920182296,0.9731891283625348,0.9582518545028604,1
2001,CO,"104,094",45268462.0,1607540.0,46876002.0,71503,5276816.1,26557.0,5303373.1,0.9949924322691912,3.0,42.39350901130605,50.7502147736722,100.0,42.41638265425302,0.9927378692684138,0.975435122911344,1
2001,CT,"5,543",29295349.0,1195297.0,30490646.0,77221,2780933.5,55960.0,2836893.5,0.9802741978153215,1.0,55.909628132440346,38.4436032270773,63.214112217171106,34.17145785621627,0.9677484226430516,0.9778120608107808,0
2001,DE,"2,489",6807684.0,0.0,6807684.0,71800,944181.1,2759.0,946940.1,0.9970864049373344,2.0,54.977727163090904,41.91628832866708,55.525959271299385,43.69848895847923,0.9952188438198528,0.9936077455271763,0
2001,FL,"65,758",187007869.0,3937475.0,190945344.0,52720,12909199.5,343243.0,13252442.5,0.974099642386677,2.0,48.837821204036146,48.84682657204043,51.04361118856235,46.19211638711083,0.96874505267508,0.970516111232323,0
2001,GA,"59,425",112717608.0,5599181.0,118316789.0,61630,8857012.0,348609.0,9205621.0,0.9621308546158918,1.0,43.21099965624139,54.95956965137921,58.50059381316638,169.69954999352166,0.9573722315401808,0.950246488808441,0
2001,HI,"10,932",10035921.0,597172.0,10633093.0,68669,1187956.0,21890.0,1209846.0,0.981906788136672,4.0,55.791667912303545,37.46286869719066,72.68468822966064,24.506760256117214,0.9691133895069202,0.9766864005136604,0
2001,IA,"56,273",39221746.0,1436766.0,40658512.0,59314,4231355.6,65452.0,4296807.6,0.984767295608023,1.0,47.19191557860848,46.88563822317745,71.15109784705074,28.848902152949265,0.9832328926905132,0.953662586817963,1
2001,ID,"83,569",1590480.0,7756461.0,9346941.0,55355,1166289.7,110094.0,1276383.7,0.9137453729626914,0.0,27.638128843834416,67.17043948047807,35.6552345305366,60.08990056040222,0.9001568584338278,0.897639019938628,0
2001,IL,"57,914",178426689.0,822596.0,179249285.0,66833,13123129.4,87062.0,13210191.4,0.9934094823183258,2.0,54.59652120955491,42.58487997321023,27.726775296306172,66.13471233962203,0.993333500515119,0.988343980444896,0
2001,IN,"36,420",121884401.0,685272.0,122569673.0,58449,11583510.2,72852.0,11656362.2,0.993750022627128,0.0,41.012102930838964,56.6468816015263,31.851115672179258,66.56433009557577,0.9948651213540844,0.9866361332213288,1
2001,KS,"82,278",44683129.0,65394.0,44748523.0,59949,3977165.0,17293.0,3994458.0,0.995670751826656,0.0,37.23839226424526,58.0416632469577,44.8422279321728,50.7323997345092,0.9961626076663848,0.9567430198273223,1
2001,KY,"40,408",91552565.0,3865061.0,95417626.0,55638,7352141.7,53642.0,7405783.7,0.9927567422742848,0.0,41.37818258591055,56.5064833631888,32.23812782170636,62.175254388660704,0.9942782987269054,0.982617623396292,1
2001,LA,"52,378",84457871.0,3436506.0,87894377.0,48234,15327610.9,262595.0,15590205.9,0.9831564123216616,0.0,44.87533245433992,52.551063174253656,42.72450504737413,57.27328845027358,0.9840828666783455,0.9850513320009544,0
2001,MA,"10,554",36463142.0,2015292.0,38478434.0,75637,5351858.6,86675.0,5438533.6,0.9840627995752383,0.0,59.12612602067912,32.13290299360197,69.10975959456455,12.228790423577054,0.977151958557098,0.9776028839364428,0
2001,MD,"12,406",47505807.0,1556533.0,49062340.0,77486,4484359.8,50283.0,4534642.8,0.9889113647496116,2.0,56.488308384504926,40.18478065506228,63.17809150761878,36.73423055547851,0.9814816655324858,0.9820890760009776,0
2001,ME,"35,380",13093973.0,6470848.0,19564821.0,52997,1513846.9,258978.0,1772824.9,0.8539178911577787,0.0,49.08601647394898,43.971850994987854,31.058701596542292,68.94129840345771,0.8423892719344019,0.8255218389793596,1
2001,MI,"96,714",107922024.0,3923586.0,111845610.0,65206,10700419.5,168240.0,10868659.5,0.9845206301660292,1.0,51.27979887069135,46.14621473214064,49.474756369543286,47.86093478753792,0.981987107401298,0.970812221258119,1
2001,MN,"86,936",45714495.0,2808731.0,48523226.0,76257,5809855.0,122775.0,5932630.0,0.9793051311138568,3.0,47.9055720603522,45.502350652093234,48.83419025261209,43.29263655601111,0.980127897612092,0.9637961448755232,1
2001,MO,"69,707",78431940.0,1112933.0,79544873.0,59839,6944146.7,43745.0,6987891.7,0.9937398858084764,0.0,47.08427334810237,50.42281595937441,50.46659321320502,48.3934101912867,0.9950557960571672,0.9850509172591508,1
2001,MS,"48,432",52014335.0,1432117.0,53446452.0,43659,4134838.6,112478.0,4247316.6,0.9735178677285324,0.0,40.69810015047516,57.61951509982056,31.594014549200118,65.8798926513664,0.9622284971622986,0.9758667885178728,0
2001,MT,"147,040",17553586.0,6678899.0,24232485.0,46503,1634748.9,69742.0,1704490.9,0.9590833837833924,2.0,33.36512679264014,58.4394602249225,47.23749456391019,50.55429894485193,0.9453456044866144,0.9357775339282814,1
2001,NC,"53,819",113148855.0,4346995.0,117495850.0,55240,7580149.5,221607.0,7801756.5,0.971595242686695,0.0,43.14567116868325,55.9577562873286,50.333872604999364,46.78241181322168,0.9709262250188466,0.960120498653183,1
2001,ND,"70,698",28992331.0,1339741.0,30332072.0,51811,2419191.5,16876.0,2436067.5,0.9930724415476994,0.0,33.05533969804618,60.65858126110124,61.37254424617182,38.62745575382818,0.991360178302721,0.9654192613395662,1
2001,NE,"77,348",29341797.0,1143415.0,30485212.0,63128,2327488.7,24083.0,2351571.7,0.9897587643191998,0.0,33.25303901328371,62.245362034607375,50.999205604101974,48.815916805084136,0.9903556205713254,0.9748358852311836,1
2001,NH,"9,349",13058424.0,2016200.0,15074624.0,74303,1058721.6,47012.0,1105733.6,0.957483430005202,0.0,46.80317916078731,48.07030985044308,38.621199828869784,57.6850488565325,0.948974663100601,0.9169713539397928,1
2001,NJ,"8,723",58559626.0,861634.0,59421260.0,74940,8633622.6,58350.0,8691972.6,0.993286909348978,2.0,56.12560891508792,40.29124385907997,50.112943691965484,47.096358942083036,0.9908991969345344,0.9902201853902493,0
2001,NM,"121,590",33355671.0,255972.0,33611643.0,47948,3118728.2,10872.0,3129600.2,0.9965260738416364,0.0,47.908554054844174,47.84741189933261,61.70109545634968,38.253953175941355,0.9956090126918477,0.969452335071872,1
2001,NV,"110,572",30162371.0,3713595.0,33875966.0,65722,2484903.6,37098.0,2522001.6,0.9852902551687516,0.0,45.94126276200884,49.485089247915255,39.658708070894974,55.04331065155732,0.9846258040900092,0.9659888266038558,1
2001,NY,"54,555",119029532.0,24885027.0,143914559.0,60961,13600871.4,382713.0,13983584.4,0.9726312661294482,2.0,56.639270482305506,32.44981656457451,51.18660934970693,39.14829484535312,0.9634046443348736,0.9648411500548668,0
2001,OH,"44,826",141320061.0,941746.0,142261807.0,60485,14046688.6,96068.0,14142756.6,0.9932072648411414,1.0,46.440428090356484,49.98647383516539,35.853840169519835,59.91528953531524,0.9896715870125844,0.9889364605653692,0
2001,OK,"69,899",52674064.0,2575386.0,55249450.0,51545,6092226.5,64381.0,6156607.5,0.989542779850754,0.0,38.426904569573395,60.307852108482294,53.41141418368777,46.56564264238257,0.9892220769414828,0.9542805122413204,1
2001,OR,"98,379",15567826.0,29484080.0,45051906.0,59744,2793686.0,303676.0,3097362.0,0.9019565682022316,5.0,46.95994002412073,46.51892173799668,24.578691161267553,67.7389615116084,0.8917510316873076,0.8723812363932198,1
2001,PA,"46,054",193030391.0,3546200.0,196576591.0,62966,14699382.9,169403.0,14868785.9,0.9886068034647,0.0,50.60817131276612,46.43813292862545,45.50908573306335,52.41607597364035,0.9871971749823484,0.9800280131050412,0
2001,RI,"1,545",7395133.0,106759.0,7501892.0,66185,855524.6,7785.0,863309.6,0.9909823775850518,0.0,60.9877001896791,31.911799213907194,41.1452065015472,56.87652835164161,0.9891714051535168,0.9833447969217342,0
2001,SC,"32,020",87039390.0,2119597.0,89158987.0,54624,4286793.5,124359.0,4411152.5,0.9718080478967798,0.0,40.9015233737649,56.86038462261056,61.4424347955343,38.33459858044583,0.9634452826651568,0.9478164587960926,1
2001,SD,"77,116",3968007.0,3432736.0,7400743.0,57425,861895.8,28471.0,890366.8,0.968023291075094,0.0,37.56422539041132,60.29677268401266,34.36959880344974,60.569454112970774,0.9543507888639156,0.9279778186329464,1
2001,TN,"42,144",88453422.0,7768554.0,96221976.0,51797,6940218.7,177785.0,7118003.7,0.9750231936518944,0.0,47.28489471775341,51.14915318076796,32.20718723766769,65.09569312246677,0.9786650826079408,0.9702275413098452,1
2001,TX,"268,596",369198725.0,3381277.0,372580002.0,59146,48247749.8,161181.0,48408930.8,0.9966704284243352,1.0,37.981958091571045,59.298599468103454,32.30752442100816,65.07621932736053,0.9964106262270536,0.9847972323388844,1
2001,UT,"84,897",35187107.0,666643.0,35853750.0,68529,3268163.0,13107.0,3281270.0,0.9960055100616528,0.0,26.344722181136916,66.83014295092858,31.51458222901271,65.58404269693284,0.9943918801879637,0.9863116435154244,0
2001,VA,"42,775",71343454.0,2761296.0,74104750.0,72725,6974313.2,171915.0,7146228.2,0.9759432535333814,1.0,44.43561054475593,52.47372918694905,47.68026057452799,52.255434552685664,0.970146309068093,0.9689455100816554,0
2001,VT,"9,616",4213860.0,1266754.0,5480614.0,59050,483841.8,22362.0,506203.8,0.95582411668976,0.0,50.63470921619528,40.697160797531836,25.42530329289428,65.55736568457539,0.9490115463005128,0.8835482191763033,1
2001,WA,"71,298",27093443.0,55955226.0,83048669.0,61505,5456506.6,560835.0,6017341.6,0.9067968818655732,2.0,50.158215316754266,44.5786479475025,48.73028493377087,48.6397259422462,0.8893954583984156,0.8870666838670527,0
2001,WI,"65,496",55604977.0,3158454.0,58763431.0,65639,6042741.0,213941.0,6256682.0,0.9658059974919614,0.0,47.832819660687434,47.613163514144304,61.5427921056123,37.035955124301054,0.9684957110814978,0.9613790739091618,0
2001,WV,"24,230",80869255.0,967470.0,81836725.0,42952,4499900.8,17813.0,4517713.8,0.9960570764797008,2.0,45.59266436669526,51.91521992705099,77.75192757967578,20.155697731645116,0.9957063498883084,0.987767062228985,0
2001,WY,"97,813",43532668.0,1244270.0,44776938.0,57494,2871031.0,12388.0,2883419.0,0.9957037114619832,1.0,28.298382040556604,69.22274313841086,22.03838827290215,73.772693872011,0.9953396451344976,0.983123629707808,1
2002,AK,"665,384",5315819.0,1451506.0,6767325.0,75206,3425115.5,16466.0,3441581.5,0.9952155716783112,0.0,27.666339823504693,58.620955315870575,10.513269555822747,78.1701430637601,0.9968955872929728,0.9904568775213516,0
2002,AL,"52,420",120349989.0,12570681.0,132920670.0,53586,6851397.7,386199.0,7237596.7,0.9466398839272158,0.0,41.56650294789806,56.483755353267654,39.827704333185764,58.577053013880764,0.9405221392456772,0.9388430309927231,0
2002,AR,"53,179",42590549.0,5021095.0,47611645.0,46153,3555416.3,171506.0,3726922.3,0.9539818686319272,1.0,45.86425626043496,51.30719769663293,53.895620186514215,46.10437981348578,0.9515624821436618,0.953777350146214,0
2002,AZ,"113,990",86650681.0,7480985.0,94131666.0,56623,4751356.0,76465.0,4827821.0,0.9841615917408704,1.0,44.73458501738885,51.02113816043696,28.674316930503423,79.32252790828845,0.98045418962679,0.9750133566721176,0
2002,CA,"163,695",129662423.0,54547608.0,184210031.0,67600,27287771.0,710007.0,27997778.0,0.9746405946929074,1.0,53.44973682775446,41.651496805255455,55.84281724250367,36.58693920182296,0.9731891283625348,0.9582518545028604,1
2002,CO,"104,094",44222541.0,1377847.0,45600388.0,68822,5143423.3,24293.0,5167716.3,0.9952990840460804,1.0,42.39350901130605,50.7502147736722,45.76924217665361,50.69572242285404,0.9927378692684138,0.975435122911344,1
2002,CT,"5,543",30154784.0,1156434.0,31311219.0,76080,2696736.1,52458.0,2749194.1,0.9809187717957056,0.0,55.909628132440346,38.4436032270773,63.214112217171106,34.17145785621627,0.9677484226430516,0.9778120608107808,0
2002,DE,"2,489",6002489.0,0.0,6002489.0,70754,946003.0,2746.0,948749.0,0.9971056622984584,1.0,54.977727163090904,41.91628832866708,58.21990926074193,40.80382585638403,0.9952188438198528,0.9936077455271763,0
2002,FL,"65,758",199428881.0,3923894.0,203352775.0,54186,13157286.9,374479.0,13531765.9,0.9723259327151084,0.0,48.837821204036146,48.84682657204043,51.04361118856235,46.19211638711083,0.96874505267508,0.970516111232323,0
2002,GA,"59,425",117415058.0,9097157.0,126512215.0,61191,8939073.5,531120.0,9470193.5,0.9439166686509626,0.0,43.21099965624139,54.95956965137921,45.895853719524084,52.73429270664952,0.9573722315401808,0.950246488808441,0
2002,HI,"10,932",11197084.0,465986.0,11663070.0,67409,1296523.0,20045.0,1316568.0,0.9847748084413416,0.0,55.791667912303545,37.46286869719066,72.68468822966064,24.506760256117214,0.9691133895069202,0.9766864005136604,0
2002,IA,"56,273",40564833.0,1963551.0,42528384.0,58497,4287312.4,75431.0,4362743.4,0.9827101910233822,0.0,47.19191557860848,46.88563822317745,54.17765070986975,43.77899958458569,0.9832328926905132,0.953662586817963,1
2002,ID,"83,569",509309.0,9277624.0,9786933.0,53746,1150813.2,108453.0,1259266.2,0.9138760335185682,0.0,27.638128843834416,67.17043948047807,32.54851374637738,65.16189198715439,0.9001568584338278,0.897639019938628,0
2002,IL,"57,914",187202119.0,852330.0,188054449.0,60864,13176624.4,91659.0,13268283.4,0.9930918720050854,1.0,54.59652120955491,42.58487997321023,60.334267222774926,38.02006452240144,0.993333500515119,0.988343980444896,0
2002,IN,"36,420",125080923.0,527216.0,125608140.0,58494,11959428.5,74151.0,12033579.5,0.993837993092579,0.0,41.012102930838964,56.6468816015263,31.851115672179258,66.56433009557577,0.9948651213540844,0.9866361332213288,1
2002,KS,"82,278",46709021.0,479425.0,47188446.0,60734,4184911.6,20478.0,4205389.6,0.9951305343980495,0.0,37.23839226424526,58.0416632469577,131.75683851451373,82.52236596511553,0.9961626076663848,0.9567430198273223,1
2002,KY,"40,408",87716454.0,4390214.0,92106668.0,52388,7530174.3,71975.0,7602149.3,0.9905322827585088,0.0,41.37818258591055,56.5064833631888,35.32479517162801,64.67520482837199,0.9942782987269054,0.982617623396292,1
2002,LA,"52,378",91269043.0,3701921.0,94970964.0,48463,15879503.4,270422.0,16149925.4,0.9832555263691808,0.0,44.87533245433992,52.551063174253656,49.78802230309204,49.53778344788846,0.9840828666783455,0.9850513320009544,0
2002,MA,"10,554",39880600.0,2147218.0,42027818.0,71046,5378155.9,82033.0,5460188.9,0.9849761608064512,0.0,59.12612602067912,32.13290299360197,72.33145415869289,15.05836370834405,0.977151958557098,0.9776028839364428,0
2002,MD,"12,406",46096468.0,2182620.0,48279088.0,80383,4455604.1,53847.0,4509451.1,0.9880590788533,1.0,56.488308384504926,40.18478065506228,63.17809150761878,36.73423055547851,0.9814816655324858,0.9820890760009776,0
